SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,TICKER,,,,,,,,,,,,,,,,,
NBVENTURES,Nava Bharat Ventures Limited,EQ,03-Apr-1996,2,1,INE725A01022,2,"'NBVENTURES.NS',",,,,,,,,,,,,,,,,,
NCC,NCC Limited,EQ,14-Oct-2003,2,1,INE868B01028,2,"'NCC.NS',",,,,,,,,,,,,,,,,,
NCLIND,NCL Industries Limited,EQ,03-Apr-2007,10,1,INE732C01016,10,"'NCLIND.NS',",,,,,,,,,,,,,,,,,
NDGL,Naga Dhunseri Group Limited,EQ,29-Aug-2016,10,1,INE756C01015,10,"'NDGL.NS',",,,,,,,,,,,,,,,,,
NDL,Nandan Denim Limited,BE,23-Mar-2012,10,1,INE875G01030,10,"'NDL.NS',",,,,,,,,,,,,,,,,,
NDRAUTO,Ndr Auto Components Limited,EQ,30-Jul-2020,10,1,INE07OG01012,10,"'NDRAUTO.NS',",,,,,,,,,,,,,,,,,
NDTV,New Delhi Television Limited,EQ,19-May-2004,4,1,INE155G01029,4,"'NDTV.NS',",,,,,,,,,,,,,,,,,
NECCLTD,North Eastern Carrying Corporation Limited,EQ,02-Mar-2016,10,1,INE553C01016,10,"'NECCLTD.NS',",,,,,,,,,,,,,,,,,
NECLIFE,Nectar Lifesciences Limited,EQ,18-Jul-2005,1,1,INE023H01027,1,"'NECLIFE.NS',",,,,,,,,,,,,,,,,,
NELCAST,Nelcast Limited,EQ,27-Jun-2007,2,1,INE189I01024,2,"'NELCAST.NS',",,,,,,,,,,,,,,,,,
NELCO,NELCO Limited,EQ,28-May-2003,10,1,INE045B01015,10,"'NELCO.NS',",,,,,,,,,,,,,,,,,
NEOGEN,Neogen Chemicals Limited,EQ,08-May-2019,10,1,INE136S01016,10,"'NEOGEN.NS',",,,,,,,,,,,,,,,,,
NESCO,Nesco Limited,EQ,08-Apr-2008,2,1,INE317F01035,2,"'NESCO.NS',",,,,,,,,,,,,,,,,,
NESTLEIND,Nestle India Limited,EQ,08-Jan-2010,10,1,INE239A01016,10,"'NESTLEIND.NS',",,,,,,,,,,,,,,,,,
NETWORK18,Network18 Media & Investments Limited,EQ,02-Feb-2007,5,1,INE870H01013,5,"'NETWORK18.NS',",,,,,,,,,,,,,,,,,
NEULANDLAB,Neuland Laboratories Limited,EQ,13-Oct-2008,10,1,INE794A01010,10,"'NEULANDLAB.NS',",,,,,,,,,,,,,,,,,
NEWGEN,Newgen Software Technologies Limited,EQ,29-Jan-2018,10,1,INE619B01017,10,"'NEWGEN.NS',",,,,,,,,,,,,,,,,,
NEXTMEDIA,Next Mediaworks Limited,EQ,04-Apr-2001,10,1,INE747B01016,10,"'NEXTMEDIA.NS',",,,,,,,,,,,,,,,,,
NFL,National Fertilizers Limited,EQ,28-Dec-2006,10,1,INE870D01012,10,"'NFL.NS',",,,,,,,,,,,,,,,,,
NH,Narayana Hrudayalaya Ltd.,EQ,06-Jan-2016,10,1,INE410P01011,10,"'NH.NS',",,,,,,,,,,,,,,,,,
NHPC,NHPC Limited,EQ,01-Sep-2009,10,1,INE848E01016,10,"'NHPC.NS',",,,,,,,,,,,,,,,,,
NIACL,The New India Assurance Company Limited,EQ,13-Nov-2017,5,1,INE470Y01017,5,"'NIACL.NS',",,,,,,,,,,,,,,,,,
NIBL,NRB Industrial Bearings Limited,BE,09-Apr-2013,2,1,INE047O01014,2,"'NIBL.NS',",,,,,,,,,,,,,,,,,
NIITLTD,NIIT Limited,EQ,16-Aug-2004,2,1,INE161A01038,2,"'NIITLTD.NS',",,,,,,,,,,,,,,,,,
NILAINFRA,Nila Infrastructures Limited,EQ,21-May-2015,1,1,INE937C01029,1,"'NILAINFRA.NS',",,,,,,,,,,,,,,,,,
NILASPACES,Nila Spaces Limited,EQ,28-Dec-2018,1,1,INE00S901012,1,"'NILASPACES.NS',",,,,,,,,,,,,,,,,,
NILKAMAL,Nilkamal Limited,EQ,01-Nov-1995,10,1,INE310A01015,10,"'NILKAMAL.NS',",,,,,,,,,,,,,,,,,
NIPPOBATRY,Indo-National Limited,EQ,06-Oct-1999,10,1,INE567A01010,10,"'NIPPOBATRY.NS',",,,,,,,,,,,,,,,,,
NIRAJ,Niraj Cement Structurals Limited,EQ,01-Oct-2020,10,1,INE368I01016,10,"'NIRAJ.NS',",,,,,,,,,,,,,,,,,
NIRAJISPAT,Niraj Ispat Industries Limited,BE,27-Oct-2016,10,1,INE326T01011,10,"'NIRAJISPAT.NS',",,,,,,,,,,,,,,,,,
NITCO,Nitco Limited,EQ,21-Mar-2006,10,1,INE858F01012,10,"'NITCO.NS',",,,,,,,,,,,,,,,,,
NITINFIRE,Nitin Fire Protection Industries Limited,BZ,05-Jun-2007,2,1,INE489H01020,2,"'NITINFIRE.NS',",,,,,,,,,,,,,,,,,
NITINSPIN,Nitin Spinners Limited,EQ,02-Feb-2006,10,1,INE229H01012,10,"'NITINSPIN.NS',",,,,,,,,,,,,,,,,,
NITIRAJ,Nitiraj Engineers Limited,EQ,22-Apr-2021,10,1,INE439T01012,10,"'NITIRAJ.NS',",,,,,,,,,,,,,,,,,
NKIND,NK Industries Limited,BE,07-Jul-1995,10,1,INE542C01019,10,"'NKIND.NS',",,,,,,,,,,,,,,,,,
NLCINDIA,NLC India Limited,EQ,23-Aug-2000,10,1,INE589A01014,10,"'NLCINDIA.NS',",,,,,,,,,,,,,,,,,
NMDC,NMDC Limited,EQ,03-Mar-2008,1,1,INE584A01023,1,"'NMDC.NS',",,,,,,,,,,,,,,,,,
NOCIL,NOCIL Limited,EQ,17-Jan-1996,10,1,INE163A01018,10,"'NOCIL.NS',",,,,,,,,,,,,,,,,,
NOIDATOLL,Noida Toll Bridge Company Limited,EQ,06-Dec-2002,10,1,INE781B01015,10,"'NOIDATOLL.NS',",,,,,,,,,,,,,,,,,
NORBTEAEXP,Norben Tea & Exports Limited,EQ,26-Jun-1996,10,1,INE369C01017,10,"'NORBTEAEXP.NS',",,,,,,,,,,,,,,,,,
NOVARTIND,Novartis India Limited,EQ,08-Nov-2000,5,1,INE234A01025,5,"'NOVARTIND.NS',",,,,,,,,,,,,,,,,,
NRAIL,N R Agarwal Industries Limited,EQ,05-Apr-2017,10,1,INE740D01017,10,"'NRAIL.NS',",,,,,,,,,,,,,,,,,
NRBBEARING,NRB Bearing Limited,EQ,08-Mar-2000,2,1,INE349A01021,2,"'NRBBEARING.NS',",,,,,,,,,,,,,,,,,
NSIL,Nalwa Sons Investments Limited,EQ,17-Nov-2003,10,1,INE023A01030,10,"'NSIL.NS',",,,,,,,,,,,,,,,,,
NTL,Neueon Towers Limited,BE,11-Sep-2013,10,1,INE333I01036,10,"'NTL.NS',",,,,,,,,,,,,,,,,,
NTPC,NTPC Limited,EQ,05-Nov-2004,10,1,INE733E01010,10,"'NTPC.NS',",,,,,,,,,,,,,,,,,
NUCLEUS,Nucleus Software Exports Limited,EQ,19-Dec-2002,10,1,INE096B01018,10,"'NUCLEUS.NS',",,,,,,,,,,,,,,,,,
NURECA,Nureca Limited,EQ,25-Feb-2021,10,1,INE0DSF01015,10,"'NURECA.NS',",,,,,,,,,,,,,,,,,
NXTDIGITAL,NXTDIGITAL LIMITED,EQ,24-Apr-2007,10,1,INE353A01023,10,"'NXTDIGITAL.NS',",,,,,,,,,,,,,,,,,
OAL,Oriental Aromatics Limited,EQ,11-Jul-2019,5,1,INE959C01023,5,"'OAL.NS',",,,,,,,,,,,,,,,,,
OBEROIRLTY,Oberoi Realty Limited,EQ,20-Oct-2010,10,1,INE093I01010,10,"'OBEROIRLTY.NS',",,,,,,,,,,,,,,,,,
OCCL,Oriental Carbon & Chemicals Limited,EQ,27-Jan-2016,10,1,INE321D01016,10,"'OCCL.NS',",,,,,,,,,,,,,,,,,
OFSS,Oracle Financial Services Software Limited,EQ,28-Jun-2002,5,1,INE881D01027,5,"'OFSS.NS',",,,,,,,,,,,,,,,,,
OIL,Oil India Limited,EQ,30-Sep-2009,10,1,INE274J01014,10,"'OIL.NS',",,,,,,,,,,,,,,,,,
OILCOUNTUB,Oil Country Tubular Limited,BE,30-Aug-1995,10,1,INE591A01010,10,"'OILCOUNTUB.NS',",,,,,,,,,,,,,,,,,
OISL,OCL Iron and Steel Limited,BZ,01-Aug-2008,1,1,INE196J01019,1,"'OISL.NS',",,,,,,,,,,,,,,,,,
OLECTRA,Olectra Greentech Limited,EQ,20-Mar-2002,4,1,INE260D01016,4,"'OLECTRA.NS',",,,,,,,,,,,,,,,,,
OMAXAUTO,Omax Autos Limited,EQ,20-Feb-2003,10,1,INE090B01011,10,"'OMAXAUTO.NS',",,,,,,,,,,,,,,,,,
OMAXE,Omaxe Limited,EQ,09-Aug-2007,10,1,INE800H01010,10,"'OMAXE.NS',",,,,,,,,,,,,,,,,,
OMINFRAL,OM INFRA LIMITED,EQ,17-Jun-2011,1,1,INE239D01028,1,"'OMINFRAL.NS',",,,,,,,,,,,,,,,,,
OMKARCHEM,Omkar Speciality Chemicals Limited,BE,10-Feb-2011,10,1,INE474L01016,10,"'OMKARCHEM.NS',",,,,,,,,,,,,,,,,,
ONELIFECAP,Onelife Capital Advisors Limited,EQ,17-Oct-2011,10,1,INE912L01015,10,"'ONELIFECAP.NS',",,,,,,,,,,,,,,,,,
ONEPOINT,One Point One Solutions Limited,BE,09-May-2019,10,1,INE840Y01011,10,"'ONEPOINT.NS',",,,,,,,,,,,,,,,,,
ONGC,Oil & Natural Gas Corporation Limited,EQ,19-Jul-1995,5,1,INE213A01029,5,"'ONGC.NS',",,,,,,,,,,,,,,,,,
ONMOBILE,OnMobile Global Limited,EQ,19-Feb-2008,10,1,INE809I01019,10,"'ONMOBILE.NS',",,,,,,,,,,,,,,,,,
ONWARDTEC,Onward Technologies Limited,BE,07-Mar-2001,10,1,INE229A01017,10,"'ONWARDTEC.NS',",,,,,,,,,,,,,,,,,
OPTIEMUS,Optiemus Infracom Limited,EQ,08-Aug-2017,10,1,INE350C01017,10,"'OPTIEMUS.NS',",,,,,,,,,,,,,,,,,
OPTOCIRCUI,Opto Circuits (India) Limited,BE,25-Aug-2003,10,1,INE808B01016,10,"'OPTOCIRCUI.NS',",,,,,,,,,,,,,,,,,
ORBTEXP,Orbit Exports Limited,EQ,05-Nov-2013,10,1,INE231G01010,10,"'ORBTEXP.NS',",,,,,,,,,,,,,,,,,
ORCHPHARMA,Orchid Pharma Limited,EQ,02-Nov-2020,10,1,INE191A01027,10,"'ORCHPHARMA.NS',",,,,,,,,,,,,,,,,,
ORICONENT,Oricon Enterprises Limited,EQ,24-Jul-2015,2,1,INE730A01022,2,"'ORICONENT.NS',",,,,,,,,,,,,,,,,,
ORIENTABRA,Orient Abrasives Limited,EQ,15-Dec-2005,1,1,INE569C01020,1,"'ORIENTABRA.NS',",,,,,,,,,,,,,,,,,
ORIENTALTL,Oriental Trimex Limited,EQ,07-Mar-2007,10,1,INE998H01012,10,"'ORIENTALTL.NS',",,,,,,,,,,,,,,,,,
ORIENTBELL,Orient Bell Limited,EQ,14-Feb-2007,10,1,INE607D01018,10,"'ORIENTBELL.NS',",,,,,,,,,,,,,,,,,
ORIENTCEM,Orient Cement Limited,EQ,12-Jul-2013,1,1,INE876N01018,1,"'ORIENTCEM.NS',",,,,,,,,,,,,,,,,,
ORIENTELEC,Orient Electric Limited,EQ,14-May-2018,1,1,INE142Z01019,1,"'ORIENTELEC.NS',",,,,,,,,,,,,,,,,,
ORIENTHOT,Oriental Hotels Limited,EQ,27-Aug-1998,1,1,INE750A01020,1,"'ORIENTHOT.NS',",,,,,,,,,,,,,,,,,
ORIENTLTD,Orient Press Limited,EQ,03-Mar-2010,10,1,INE609C01024,10,"'ORIENTLTD.NS',",,,,,,,,,,,,,,,,,
ORIENTPPR,Orient Paper & Industries Limited,EQ,29-Mar-1995,1,1,INE592A01026,1,"'ORIENTPPR.NS',",,,,,,,,,,,,,,,,,
ORIENTREF,Orient Refractories Limited,EQ,12-Mar-2012,1,1,INE743M01012,1,"'ORIENTREF.NS',",,,,,,,,,,,,,,,,,
ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,29-Sep-2010,1,1,INE725E01024,1,"'ORISSAMINE.NS',",,,,,,,,,,,,,,,,,
ORTEL,Ortel Communications Limited,BZ,19-Mar-2015,10,1,INE849L01019,10,"'ORTEL.NS',",,,,,,,,,,,,,,,,,
ORTINLAB,Ortin Laboratories Limited,EQ,30-Mar-2021,10,1,INE749B01020,10,"'ORTINLAB.NS',",,,,,,,,,,,,,,,,,
OSWALAGRO,Oswal Agro Mills Limited,EQ,29-Mar-1995,10,1,INE142A01012,10,"'OSWALAGRO.NS',",,,,,,,,,,,,,,,,,
PAEL,PAE Limited,BZ,12-Apr-1995,10,1,INE766A01018,10,"'PAEL.NS',",,,,,,,,,,,,,,,,,
PAGEIND,Page Industries Limited,EQ,16-Mar-2007,10,1,INE761H01022,10,"'PAGEIND.NS',",,,,,,,,,,,,,,,,,
PAISALO,Paisalo Digital Limited,EQ,17-Oct-2011,10,1,INE420C01042,10,"'PAISALO.NS',",,,,,,,,,,,,,,,,,
PALASHSECU,Palash Securities Limited,EQ,28-Jul-2017,10,1,INE471W01019,10,"'PALASHSECU.NS',",,,,,,,,,,,,,,,,,
PALREDTEC,Palred Technologies Limited,EQ,09-May-2016,10,1,INE218G01033,10,"'PALREDTEC.NS',",,,,,,,,,,,,,,,,,
PANACEABIO,Panacea Biotec Limited,EQ,17-Apr-1996,1,1,INE922B01023,1,"'PANACEABIO.NS',",,,,,,,,,,,,,,,,,
PANACHE,Panache Digilife Limited,EQ,06-Jan-2020,10,1,INE895W01019,10,"'PANACHE.NS',",,,,,,,,,,,,,,,,,
PANAMAPET,Panama Petrochem Limited,EQ,30-Sep-2011,2,1,INE305C01029,2,"'PANAMAPET.NS',",,,,,,,,,,,,,,,,,
PARACABLES,Paramount Communications Limited,EQ,03-Jan-2007,2,1,INE074B01023,2,"'PARACABLES.NS',",,,,,,,,,,,,,,,,,
PARAGMILK,Parag Milk Foods Limited,EQ,19-May-2016,10,1,INE883N01014,10,"'PARAGMILK.NS',",,,,,,,,,,,,,,,,,
PARSVNATH,Parsvnath Developers Limited,EQ,30-Nov-2006,5,1,INE561H01026,5,"'PARSVNATH.NS',",,,,,,,,,,,,,,,,,
PATELENG,Patel Engineering Limited,EQ,24-Feb-2005,1,1,INE244B01030,1,"'PATELENG.NS',",,,,,,,,,,,,,,,,,
PATINTLOG,Patel Integrated Logistics Limited,EQ,11-Jan-2008,10,1,INE529D01014,10,"'PATINTLOG.NS',",,,,,,,,,,,,,,,,,
PATSPINLTD,Patspin India Limited,BE,10-May-1995,10,1,INE790C01014,10,"'PATSPINLTD.NS',",,,,,,,,,,,,,,,,,
PBAINFRA,PBA Infrastructure Limited,EQ,24-Nov-2005,10,1,INE160H01019,10,"'PBAINFRA.NS',",,,,,,,,,,,,,,,,,
PCJEWELLER,PC Jeweller Limited,EQ,27-Dec-2012,10,1,INE785M01013,10,"'PCJEWELLER.NS',",,,,,,,,,,,,,,,,,
PDMJEPAPER,Pudumjee Paper Products Limited,EQ,30-Mar-2016,1,1,INE865T01018,1,"'PDMJEPAPER.NS',",,,,,,,,,,,,,,,,,
PDPL,Parenteral Drugs (India) Limited,BE,19-Aug-2010,10,1,INE904D01019,10,"'PDPL.NS',",,,,,,,,,,,,,,,,,
PDSMFL,PDS Multinational Fashions Limited,EQ,21-Oct-2014,10,1,INE111Q01013,10,"'PDSMFL.NS',",,,,,,,,,,,,,,,,,
PEARLPOLY,Pearl Polymers Limited,EQ,11-Oct-1995,10,1,INE844A01013,10,"'PEARLPOLY.NS',",,,,,,,,,,,,,,,,,
PEL,Piramal Enterprises Limited,EQ,08-Feb-1995,2,1,INE140A01024,2,"'PEL.NS',",,,,,,,,,,,,,,,,,
PENIND,Pennar Industries Limited,EQ,25-Nov-2010,5,1,INE932A01024,5,"'PENIND.NS',",,,,,,,,,,,,,,,,,
PENINLAND,Peninsula Land Limited,BE,08-Feb-1995,2,1,INE138A01028,2,"'PENINLAND.NS',",,,,,,,,,,,,,,,,,
PERSISTENT,Persistent Systems Limited,EQ,06-Apr-2010,10,1,INE262H01013,10,"'PERSISTENT.NS',",,,,,,,,,,,,,,,,,
PETRONET,Petronet LNG Limited,EQ,26-Mar-2004,10,1,INE347G01014,10,"'PETRONET.NS',",,,,,,,,,,,,,,,,,
PFC,Power Finance Corporation Limited,EQ,23-Feb-2007,10,1,INE134E01011,10,"'PFC.NS',",,,,,,,,,,,,,,,,,
PFIZER,Pfizer Limited,EQ,28-Apr-1999,10,1,INE182A01018,10,"'PFIZER.NS',",,,,,,,,,,,,,,,,,
PFOCUS,Prime Focus Limited,BE,20-Jun-2006,1,1,INE367G01038,1,"'PFOCUS.NS',",,,,,,,,,,,,,,,,,
PFS,PTC India Financial Services Limited,EQ,30-Mar-2011,10,1,INE560K01014,10,"'PFS.NS',",,,,,,,,,,,,,,,,,
PGEL,PG Electroplast Limited,EQ,26-Sep-2011,10,1,INE457L01011,10,"'PGEL.NS',",,,,,,,,,,,,,,,,,
PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,07-Jul-2004,10,1,INE179A01014,10,"'PGHH.NS',",,,,,,,,,,,,,,,,,
PGHL,Procter & Gamble Health Limited,EQ,24-Apr-1996,10,1,INE199A01012,10,"'PGHL.NS',",,,,,,,,,,,,,,,,,
PGIL,Pearl Global Industries Limited,EQ,15-Feb-2007,10,1,INE940H01014,10,"'PGIL.NS',",,,,,,,,,,,,,,,,,
PHILIPCARB,Phillips Carbon Black Limited,EQ,29-Mar-1995,2,1,INE602A01023,2,"'PHILIPCARB.NS',",,,,,,,,,,,,,,,,,
PHOENIXLTD,The Phoenix Mills Limited,EQ,23-Apr-2007,2,1,INE211B01039,2,"'PHOENIXLTD.NS',",,,,,,,,,,,,,,,,,
PIDILITIND,Pidilite Industries Limited,EQ,29-Mar-1995,1,1,INE318A01026,1,"'PIDILITIND.NS',",,,,,,,,,,,,,,,,,
PIIND,PI Industries Limited,EQ,15-Jun-2011,1,1,INE603J01030,1,"'PIIND.NS',",,,,,,,,,,,,,,,,,
PILANIINVS,Pilani Investment and Industries Corporation Limited,EQ,08-Dec-2015,10,1,INE417C01014,10,"'PILANIINVS.NS',",,,,,,,,,,,,,,,,,
PILITA,PIL ITALICA LIFESTYLE LIMITED,EQ,07-Oct-2013,1,1,INE600A01035,1,"'PILITA.NS',",,,,,,,,,,,,,,,,,
PIONDIST,Pioneer Distilleries Limited,EQ,15-Jun-2010,10,1,INE889E01010,10,"'PIONDIST.NS',",,,,,,,,,,,,,,,,,
PIONEEREMB,Pioneer Embroideries Limited,EQ,16-May-2006,10,1,INE156C01018,10,"'PIONEEREMB.NS',",,,,,,,,,,,,,,,,,
PITTIENG,Pitti Engineering Limited,EQ,02-Feb-2007,5,1,INE450D01021,5,"'PITTIENG.NS',",,,,,,,,,,,,,,,,,
PKTEA,The Peria Karamalai Tea & Produce Company Limited,BE,19-Aug-2015,10,1,INE431F01018,10,"'PKTEA.NS',",,,,,,,,,,,,,,,,,
PLASTIBLEN,Plastiblends India Limited,EQ,28-Dec-2006,5,1,INE083C01022,5,"'PLASTIBLEN.NS',",,,,,,,,,,,,,,,,,
PNB,Punjab National Bank,EQ,24-Apr-2002,2,1,INE160A01022,2,"'PNB.NS',",,,,,,,,,,,,,,,,,
PNBGILTS,PNB Gilts Limited,EQ,18-Sep-2000,10,1,INE859A01011,10,"'PNBGILTS.NS',",,,,,,,,,,,,,,,,,
PNBHOUSING,PNB Housing Finance Limited,EQ,07-Nov-2016,10,1,INE572E01012,10,"'PNBHOUSING.NS',",,,,,,,,,,,,,,,,,
PNC,Pritish Nandy Communications Limited,BE,11-Dec-2000,10,1,INE392B01011,10,"'PNC.NS',",,,,,,,,,,,,,,,,,
PNCINFRA,PNC Infratech Limited,EQ,26-May-2015,2,1,INE195J01029,2,"'PNCINFRA.NS',",,,,,,,,,,,,,,,,,
PODDARHOUS,Poddar Housing and Development Limited,EQ,10-Apr-2017,10,1,INE888B01018,10,"'PODDARHOUS.NS',",,,,,,,,,,,,,,,,,
PODDARMENT,Poddar Pigments Limited,EQ,22-Nov-2016,10,1,INE371C01013,10,"'PODDARMENT.NS',",,,,,,,,,,,,,,,,,
POKARNA,Pokarna Limited,EQ,07-Jul-2016,2,1,INE637C01025,2,"'POKARNA.NS',",,,,,,,,,,,,,,,,,
POLYCAB,Polycab India Limited,EQ,16-Apr-2019,10,1,INE455K01017,10,"'POLYCAB.NS',",,,,,,,,,,,,,,,,,
POLYMED,Poly Medicure Limited,EQ,07-Dec-2011,5,1,INE205C01021,5,"'POLYMED.NS',",,,,,,,,,,,,,,,,,
POLYPLEX,Polyplex Corporation Limited,EQ,11-Apr-2003,10,1,INE633B01018,10,"'POLYPLEX.NS',",,,,,,,,,,,,,,,,,
PONNIERODE,Ponni Sugars (Erode) Limited,EQ,16-Apr-2002,10,1,INE838E01017,10,"'PONNIERODE.NS',",,,,,,,,,,,,,,,,,
POWERGRID,Power Grid Corporation of India Limited,EQ,05-Oct-2007,10,1,INE752E01010,10,"'POWERGRID.NS',",,,,,,,,,,,,,,,,,
POWERINDIA,ABB Power Products and Systems India Limited,EQ,30-Mar-2020,2,1,INE07Y701011,2,"'POWERINDIA.NS',",,,,,,,,,,,,,,,,,
POWERMECH,Power Mech Projects Limited,EQ,26-Aug-2015,10,1,INE211R01019,10,"'POWERMECH.NS',",,,,,,,,,,,,,,,,,
PPAP,PPAP Automotive Limited,EQ,11-Jan-2008,10,1,INE095I01015,10,"'PPAP.NS',",,,,,,,,,,,,,,,,,
PPL,Prakash Pipes Limited,EQ,14-Jun-2019,10,1,INE050001010,10,"'PPL.NS',",,,,,,,,,,,,,,,,,
PRADIP,Pradip Overseas Limited,BE,05-Apr-2010,10,1,INE495J01015,10,"'PRADIP.NS',",,,,,,,,,,,,,,,,,
PRAENG,Prajay Engineers Syndicate Limited,EQ,02-Jan-2007,10,1,INE505C01016,10,"'PRAENG.NS',",,,,,,,,,,,,,,,,,
PRAJIND,Praj Industries Limited,EQ,11-Oct-1995,2,1,INE074A01025,2,"'PRAJIND.NS',",,,,,,,,,,,,,,,,,
PRAKASH,Prakash Industries Limited,EQ,10-May-1995,10,1,INE603A01013,10,"'PRAKASH.NS',",,,,,,,,,,,,,,,,,
PRAKASHSTL,Prakash Steelage Limited,BE,25-Aug-2010,1,1,INE696K01024,1,"'PRAKASHSTL.NS',",,,,,,,,,,,,,,,,,
PRAXIS,Praxis Home Retail Limited,EQ,31-Jan-2018,5,1,INE546Y01022,5,"'PRAXIS.NS',",,,,,,,,,,,,,,,,,
PRECAM,Precision Camshafts Limited,EQ,08-Feb-2016,10,1,INE484I01029,10,"'PRECAM.NS',",,,,,,,,,,,,,,,,,
PRECOT,Precot Limited,EQ,19-Aug-2005,10,1,INE283A01014,10,"'PRECOT.NS',",,,,,,,,,,,,,,,,,
PRECWIRE,Precision Wires India Limited,EQ,06-Sep-1995,5,1,INE372C01029,5,"'PRECWIRE.NS',",,,,,,,,,,,,,,,,,
PREMEXPLN,Premier Explosives Limited,EQ,17-Jun-2016,10,1,INE863B01011,10,"'PREMEXPLN.NS',",,,,,,,,,,,,,,,,,
PREMIER,Premier Limited,BE,03-Apr-1996,10,1,INE342A01018,10,"'PREMIER.NS',",,,,,,,,,,,,,,,,,
PREMIERPOL,Premier Polyfilm Limited,EQ,13-Dec-1995,5,1,INE309M01012,5,"'PREMIERPOL.NS',",,,,,,,,,,,,,,,,,
PRESSMN,Pressman Advertising Limited,EQ,05-Jan-2005,2,1,INE980A01023,2,"'PRESSMN.NS',",,,,,,,,,,,,,,,,,
PRESTIGE,Prestige Estates Projects Limited,EQ,27-Oct-2010,10,1,INE811K01011,10,"'PRESTIGE.NS',",,,,,,,,,,,,,,,,,
PRICOLLTD,Pricol Limited,EQ,10-Feb-2017,1,1,INE726V01018,1,"'PRICOLLTD.NS',",,,,,,,,,,,,,,,,,
PRIMESECU,Prime Securities Limited,EQ,17-Jun-2005,5,1,INE032B01021,5,"'PRIMESECU.NS',",,,,,,,,,,,,,,,,,
PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,30-Dec-2019,10,1,INE689W01016,10,"'PRINCEPIPE.NS',",,,,,,,,,,,,,,,,,
PRIVISCL,Privi Speciality Chemicals Limited,EQ,08-May-2015,10,1,INE959A01019,10,"'PRIVISCL.NS',",,,,,,,,,,,,,,,,,
PROINDIA,Proseed India Limited,EQ,19-May-2021,1,1,INE217G01035,1,"'PROINDIA.NS',",,,,,,,,,,,,,,,,,
PROZONINTU,Prozone Intu Properties Limited,BE,12-Sep-2012,2,1,INE195N01013,2,"'PROZONINTU.NS',",,,,,,,,,,,,,,,,,
PRSMJOHNSN,Prism Johnson Limited,EQ,20-Aug-2003,10,1,INE010A01011,10,"'PRSMJOHNSN.NS',",,,,,,,,,,,,,,,,,
PSB,Punjab & Sind Bank,EQ,30-Dec-2010,10,1,INE608A01012,10,"'PSB.NS',",,,,,,,,,,,,,,,,,
PSPPROJECT,PSP Projects Limited,EQ,29-May-2017,10,1,INE488V01015,10,"'PSPPROJECT.NS',",,,,,,,,,,,,,,,,,
PTC,PTC India Limited,EQ,07-Apr-2004,10,1,INE877F01012,10,"'PTC.NS',",,,,,,,,,,,,,,,,,
PTL,PTL Enterprises Limited,EQ,29-Jan-2007,2,1,INE034D01031,2,"'PTL.NS',",,,,,,,,,,,,,,,,,
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,08-Mar-2007,10,1,INE277B01014,10,"'PUNJABCHEM.NS',",,,,,,,,,,,,,,,,,
PUNJLLOYD,Punj Lloyd Limited,BZ,06-Jan-2006,2,1,INE701B01021,2,"'PUNJLLOYD.NS',",,,,,,,,,,,,,,,,,
PURVA,Puravankara Limited,EQ,30-Aug-2007,5,1,INE323I01011,5,"'PURVA.NS',",,,,,,,,,,,,,,,,,
PVR,PVR Limited,EQ,04-Jan-2006,10,1,INE191H01014,10,"'PVR.NS',",,,,,,,,,,,,,,,,,
QUESS,Quess Corp Limited,EQ,12-Jul-2016,10,1,INE615P01015,10,"'QUESS.NS',",,,,,,,,,,,,,,,,,
QUICKHEAL,Quick Heal Technologies Limited,EQ,18-Feb-2016,10,1,INE306L01010,10,"'QUICKHEAL.NS',",,,,,,,,,,,,,,,,,
QUINTEGRA,Quintegra Solutions Limited,BE,20-Dec-2000,10,1,INE033B01011,10,"'QUINTEGRA.NS',",,,,,,,,,,,,,,,,,
RADAAN,Radaan Mediaworks India Limited,EQ,27-Feb-2003,2,1,INE874F01027,2,"'RADAAN.NS',",,,,,,,,,,,,,,,,,
RADICO,Radico Khaitan Limited,EQ,18-Jun-2003,2,1,INE944F01028,2,"'RADICO.NS',",,,,,,,,,,,,,,,,,
RADIOCITY,Music Broadcast Limited,EQ,17-Mar-2017,2,1,INE919I01024,2,"'RADIOCITY.NS',",,,,,,,,,,,,,,,,,
RAILTEL,Railtel Corporation Of India Limited,EQ,26-Feb-2021,10,1,INE0DD101019,10,"'RAILTEL.NS',",,,,,,,,,,,,,,,,,
RAIN,Rain Industries Limited,EQ,03-Mar-2008,2,1,INE855B01025,2,"'RAIN.NS',",,,,,,,,,,,,,,,,,
RAJESHEXPO,Rajesh Exports Limited,EQ,09-Feb-2000,1,1,INE343B01030,1,"'RAJESHEXPO.NS',",,,,,,,,,,,,,,,,,
RAJMET,Rajnandini Metal Limited,EQ,16-Feb-2021,10,1,INE00KV01014,10,"'RAJMET.NS',",,,,,,,,,,,,,,,,,
